country_name,iso3,year,poverty_extreme_equity,poverty_moderate_equity,poverty_gap_equity,informality_productivity_equity,informality_social_protection_equity,female_lfp_equity,male_lfp_equity,lfp_total_equity,unemployment_equity,youth_unemployment_equity,labor_income_gini_equity,source_equity_lab,labor_force_participation_ilostat,employment_to_population_ilostat,unemployment_ilostat,informality_ilostat,working_poverty_ilostat,source_ilostat,gdp_per_capita_constant,gdp_per_capita_ppp,gdp_per_capita_growth,poverty_extreme_wdi,poverty_moderate_wdi,poverty_gap_wdi,social_protection_coverage_wdi,population_growth,source_wdi,population,gdp_per_capita_constant_alt,source_wdi_gdp_pop,social_protection_coverage_aspire,social_protection_adequacy_aspire,social_assistance_coverage_aspire,social_insurance_coverage_aspire,cash_transfer_coverage_aspire,pension_coverage_aspire,public_transfer_benefit_q1_aspire,source_aspire,gini_wb,source_wb_gini,social_expenditure,education_expenditure,health_expenditure,government_expenditure_total,source_cepal,sedlac_income_mean,source_sedlac,region_lac,bolivia,analysis_sample,monetary_poverty,extreme_poverty,poverty_gap,labor_informality,social_protection_coverage,female_labor_participation,male_labor_participation,labor_force_participation,unemployment,youth_unemployment,employment,gdp_per_capita,log_gdp_per_capita,gini,population_total,labor_informality_lag1,social_protection_lag1,poverty_lag1,informality_x_social_protection,structural_vulnerability_index
Argentina,ARG,1981,,,,,,,,,,,,,,,,,,1.0,9587.67379423426,,-6.69655885721481,,,,,1.60201232076144,1.0,,,,,,,,,,,,,1.0,,,,,,,,Mercosur,0,0,,,,,,,,,,,,9587.67379423426,9.16823357268037,,,,,7.5,,-0.8470958800635312
Argentina,ARG,1982,,,,,,,,,,,,,,,,,,1.0,9365.68465387847,,-2.31535975378387,,,,,1.60420679867482,1.0,,,,,,,,,,,,,1.0,,,,,,,,Mercosur,0,0,,,,,,,,,,,,9365.68465387847,9.144807719934564,,,,,,,-0.8191747221989439
Argentina,ARG,1983,,,,,,,,,,,,,48.86825,,,,,1.0,9617.7000569575,,2.69083801550656,,,,,1.6019042448548,1.0,,,,,,,,,,,,,1.0,,,,,,,,Mercosur,0,0,,,,,,,,48.86825,,,,9617.7000569575,9.17136043575739,,,,,,,-0.85082277267836
Argentina,ARG,1984,,,,,,,,,,,,,,,,,,1.0,9614.44726215357,,-0.0338209216825902,,,,,1.59235691940308,1.0,,,,,,,,,,,,,1.0,,,,,,,,Mercosur,0,0,,,,,,,,,,,,9614.44726215357,9.171022169334927,,,,,,,-0.8504195946047873
Argentina,ARG,1985,,,,,,,,,,,,,48.26925,,,,,1.0,8973.31874865813,,-6.66838660626058,,,,,1.57262930146869,1.0,,,,,,,,,,,,,1.0,,,,,,,,Mercosur,0,0,,,,,,,,48.26925,,,,8973.31874865813,9.102010869753958,,,,,,,-0.7681653684321436
Argentina,ARG,1986,,,,,,,,,,,,,,,,,,1.0,9378.46866394349,,4.51505097092362,1.3,6.0,2.4,,1.55539122422629,1.0,,,,,,,,,,,,42.8,1.0,,,,,,162.66309,1.0,Mercosur,0,0,6.0,1.3,2.4,,,,,,,,,9378.46866394349,9.146171773229526,42.8,,,,,,-1.0832902951536494
Argentina,ARG,1987,,,,,,,,,,,,,48.27425,,,,,1.0,9484.45876638052,,1.1301429501441,1.5,9.6,3.4,,1.54512926233209,1.0,,,,,,,,,,,,45.3,1.0,,,,,,343.96064,1.0,Mercosur,0,0,9.6,1.5,3.4,,,,,48.27425,,,,9484.45876638052,9.157409818683082,45.3,,,,6.0,,-0.8885271631423497
Argentina,ARG,1988,,,,,,,,,,,,,,,,,,1.0,9236.80771302535,,-2.61112478271322,,,,,1.54990330404865,1.0,,,,,,,,,,,,,1.0,,,,,,1478.8921,1.0,Mercosur,0,0,,,,,,,,,,,,9236.80771302535,9.130951619338513,,,,,9.6,,-0.8026597045247544
Argentina,ARG,1989,,,,,,,,,,,,,48.34725,,,,,1.0,8445.4100923428,,-8.56786939027158,,,,,1.53134817062707,1.0,,,,,,,,,,,,,1.0,,,,,,,,Mercosur,0,0,,,,,,,,48.34725,,,,8445.4100923428,9.041378388435033,,,,,,,-0.6958978142475722
Argentina,ARG,1990,,,,,,,,,,,,,48.235375,46.6,,,,1.0,8115.09386370753,17007.2844317191,-3.91119229289714,,,,,1.49157462934909,1.0,,,,,,,,,,,,,1.0,,,,,1.0,,,Mercosur,0,0,,,,,,,,48.235375,,,46.6,8115.09386370753,9.001481046574039,,,,,,,-0.6483443700862845
Argentina,ARG,1991,,,,,,,,,,,,,51.64225,47.0,,,,1.0,8729.82318518892,18295.6091996812,7.57513507305919,1.3,17.3,5.7,,1.43788006980649,1.0,,,,,,,,,,,,46.8,1.0,,,,,1.0,2466468.7,1.0,Mercosur,0,0,17.3,1.3,5.7,,,,,51.64225,,,47.0,8729.82318518892,9.074500394927384,46.8,,,,,,-0.6514959436216352
Argentina,ARG,1992,,,,,,,,,,,,,50.3,47.3,,,,1.0,9293.18692251748,19476.2840606477,6.45332357113911,2.5,17.9,6.1,,1.38438120034139,1.0,,,,,,,,,,,,45.5,1.0,,,,,1.0,318.58514,1.0,Mercosur,0,0,17.9,2.5,6.1,,,,,50.3,,,47.3,9293.18692251748,9.137036821690298,45.5,,,,17.3,,-0.7422110389351345
Argentina,ARG,1993,,,,,,,,,,,,,51.8,47.1,,,,1.0,9920.67358582437,20791.3451479504,6.75211494763417,2.9,17.4,6.6,,1.35364018555542,1.0,,,,,,,,,,,,44.8,1.0,,,,,1.0,,1.0,Mercosur,0,0,17.4,2.9,6.6,,,,,51.8,,,47.1,9920.67358582437,9.202376099770508,44.8,,,,17.9,,-0.8162006765566292
Argentina,ARG,1994,,,,,,,,,,,,,51.3,44.8,,,,1.0,10359.8927204871,21711.842788091,4.42731162216963,2.7,18.5,6.8,,1.3401375748685,1.0,,,,,,,,,,,,45.9,1.0,,,,,1.0,,1.0,Mercosur,0,0,18.5,2.7,6.8,,,,,51.3,,,44.8,10359.8927204871,9.24569716059452,45.9,,,,17.4,,-0.7531388322362987
Argentina,ARG,1995,,,,,,,,,,,,,46.014625,43.7,,,,1.0,9934.10776139515,20819.4999479903,-4.10993598659498,5.1,24.0,9.4,,1.3103115077878,1.0,,,,,,,,,,,,48.9,1.0,,,,,1.0,,1.0,Mercosur,0,0,24.0,5.1,9.4,,,,,46.014625,,,43.7,9934.10776139515,9.203729343343023,48.9,,,,18.5,,-0.4793816660445178
Argentina,ARG,1996,,,,,,,,,,,,,59.5,43.7,,,,1.0,10352.1400002191,21695.5949515372,4.20805017284493,5.4,25.8,10.5,,1.25745217924583,1.0,,,,,,,,,,,,49.5,1.0,,,,,1.0,,1.0,Mercosur,0,0,25.8,5.4,10.5,,,,,59.5,,,43.7,10352.1400002191,9.244948540627123,49.5,,,,24.0,,-0.43365750032498834
Argentina,ARG,1997,,,,,,,,,,,,,59.5,46.2,,,,1.0,11056.6881331002,23172.1583398342,6.80582114293425,5.2,24.8,9.8,,1.21464795933597,1.0,,,,,,,,,,,,49.1,1.0,,,,,1.0,,1.0,Mercosur,0,0,24.8,5.2,9.8,,,,,59.5,,,46.2,11056.6881331002,9.310790784763434,49.1,,,,25.8,,-0.4981643239826881
Argentina,ARG,1998,,,,,,,,,,,,,59.9,46.7,,,,1.0,11348.2022124673,23783.101718544905,2.63654066984506,5.7,27.0,10.9,,1.17552563201514,1.0,,,,,,,,,,,,50.7,1.0,,,,,1.0,,1.0,Mercosur,0,0,27.0,5.7,10.9,,,,,59.9,,,46.7,11348.2022124673,9.336814614986345,50.7,,,,24.8,,-0.3825849433501098
Argentina,ARG,1999,,,,,,,,,,,,,60.4,46.7,,,,1.0,10838.3199346387,22714.5111302701,-4.49306655170841,5.9,28.0,11.2,,1.15304317167294,1.0,,,,,,,,,,,,49.8,1.0,,,,,1.0,,1.0,Mercosur,0,0,28.0,5.9,11.2,,,,,60.4,,,46.7,10838.3199346387,9.290843275402365,49.8,,,,27.0,,-0.40099981668122503
Argentina,ARG,2000,1.5,2.5,,,,,,,,,,1.0,42.17975,49.5,15.0,,4.772,1.0,10631.6503639029,22281.3814299958,-1.90684139222867,7.3,30.9,12.9,,1.13312807570195,1.0,37213984.0,10631.6503639029,1.0,,,,,,,,,51.0,1.0,,,,,1.0,,1.0,Mercosur,0,1,30.9,7.3,12.9,,,,,42.17975,15.0,,49.5,10631.6503639029,9.271590714591147,51.0,37213984.0,,,28.0,,0.3430447020575945
Argentina,ARG,2001,1.7,2.7,,,,,,,,,,1.0,56.8,46.4,17.322,,7.534,1.0,10051.9448463043,21066.4581290433,-5.45263903304014,10.7,34.3,16.6,,1.09794672757946,1.0,37624825.0,10051.9448463043,1.0,,,,,,,,,53.3,1.0,,,,,1.0,,1.0,Mercosur,0,1,34.3,10.7,16.6,,,,,56.8,17.322,,46.4,10051.9448463043,9.215521411810418,53.3,37624825.0,,,30.9,,0.6600337202842863
Argentina,ARG,2002,2.6,3.3,,,,,,,,,,1.0,57.9,47.6,19.59,,12.823,1.0,8861.56199282278,18571.7020471274,-11.8423138177008,17.1,49.1,24.2,,1.06941318335345,1.0,38029349.0,8861.56199282278,1.0,,,,,,,,,53.8,1.0,,,,,1.0,,1.0,Mercosur,0,1,49.1,17.1,24.2,,,,,57.9,19.59,,47.6,8861.56199282278,9.089478325218936,53.8,38029349.0,,,34.3,,1.0466924488375091
Argentina,ARG,2003,2.3,3.1,,,,,,,,,,1.0,42.7385,51.9,15.4,61.657,5.399,1.0,9545.53194119994,20005.1385113465,7.71839038006088,8.2,33.1,14.4,,1.0331399769648,1.0,38424282.0,9545.53194119994,1.0,,,,,,,,,51.0,1.0,,,,,1.0,,1.0,Mercosur,0,1,33.1,8.2,14.4,61.657,,,,42.7385,15.4,,51.9,9545.53194119994,9.163828464434127,51.0,38424282.0,,,49.1,,0.3551207947453118
Argentina,ARG,2004,2.1,2.9,,,,,,,,,,1.0,56.86625,48.93175,13.522,60.403,3.685,1.0,10302.4465316428,21591.449396517,7.92951713016532,6.0,28.6,11.7,,1.01407652046238,1.0,38815916.0,10302.4465316428,1.0,,,,,,,,,48.5,1.0,,,,,1.0,,,Mercosur,0,1,28.6,6.0,11.7,60.403,,,,56.86625,13.522,,48.93175,10302.4465316428,9.240136673356535,48.5,38815916.0,61.657,,33.1,,0.08964123280903716
Argentina,ARG,2005,1.7,2.6,,,,,,,,,,1.0,56.514625,49.784,11.506,58.812,2.406,1.0,11099.7509190602,23262.4075792816,7.73898107569444,4.4,24.5,9.5,,1.02745772191722,1.0,39216789.0,11099.7509190602,1.0,,,,,,,,,47.8,1.0,,,,,1.0,,,Mercosur,0,1,24.5,4.4,9.5,58.812,,,,56.514625,11.506,,49.784,11099.7509190602,9.314677947324345,47.8,39216789.0,60.403,,28.6,,-0.1210990118201573
Argentina,ARG,2006,1.5,2.2,,,,,,,,,,1.0,56.846,50.914,10.078,56.024,1.645,1.0,11870.2791559298,24877.2493922296,6.94185160089025,3.5,19.9,7.6,33.3358348155909,1.02824760534561,1.0,39622115.0,11870.2791559298,1.0,33.33583481559091,40.86025428037131,11.353510661159378,22.338095336173,,22.338095336173,2.7769016519082426,1.0,46.4,1.0,,,,,1.0,,,Mercosur,0,1,19.9,3.5,7.6,56.024,33.33583481559091,,,56.846,10.078,,50.914,11870.2791559298,9.381793005097167,46.4,39622115.0,58.812,,24.5,18.67606809708665,-0.038527559587829795
Argentina,ARG,2007,1.3,2.2,,,,,,,,,,1.0,61.0,55.8,8.469,53.73266666666667,1.072,1.0,12811.9021206578,26850.6645932771,7.93261011269163,2.8,18.9,6.7,,0.991101935066697,1.0,40016763.0,12811.9021206578,1.0,,,,,,,,,46.3,1.0,,,,,1.0,,,Mercosur,0,1,18.9,2.8,6.7,53.73266666666667,,,,61.0,8.469,,55.8,12811.9021206578,9.45812987103844,46.3,40016763.0,56.024,33.33583481559091,19.9,,-0.48783992734213905
Argentina,ARG,2008,1.3,2.0,,,,,,,,,,1.0,55.168,50.749875,7.837,51.14,0.961,1.0,13197.3570267029,27658.4853446831,3.00856892610517,2.6,16.7,6.2,,1.01288878477428,1.0,40424148.0,13197.3570267029,1.0,,,,,,,,,45.0,1.0,,,,,1.0,,,Mercosur,0,1,16.7,2.6,6.2,51.14,,,,55.168,7.837,,50.749875,13197.3570267029,9.487771863276931,45.0,40424148.0,53.73266666666667,,18.9,,-0.6259352929496279
Argentina,ARG,2009,1.3,1.9,,,,,,,,,,1.0,55.48525,50.5725,8.645,50.513,0.831,1.0,12285.3784651865,25747.1976809995,-6.9103121153056,2.4,15.2,5.5,,1.05977470732485,1.0,40854831.0,12285.3784651865,1.0,,,,,,,,,43.8,1.0,,,,,1.0,,,Mercosur,0,1,15.2,2.4,5.5,50.513,,,,55.48525,8.645,,50.5725,12285.3784651865,9.416165091577739,43.8,40854831.0,51.14,,16.7,,-0.6265199063940562
Argentina,ARG,2010,0.9,1.8,,,,,,,,,,1.0,54.87025,50.531375,7.714,49.336,0.085,1.0,13387.1553748458,28056.2570212342,8.96819672899282,1.5,13.6,4.6,37.8010070793346,1.05636332156278,1.0,41288694.0,13387.1553748458,1.0,37.80100707933457,37.013955541771374,9.394351260815114,29.57528101728936,,29.57528101728936,5.842257480587301,1.0,43.7,1.0,,,,,1.0,,,Mercosur,0,1,13.6,1.5,4.6,49.336,37.80100707933457,,,54.87025,7.714,,50.531375,13387.1553748458,9.502050972116228,43.7,41288694.0,50.513,,15.2,18.649504852660503,-0.40492722558502786
Argentina,ARG,2011,0.8,1.6,,,,,,,,,,1.0,55.29,51.214375,7.18,48.498,0.1,1.0,14040.6189124444,29425.7593876084,4.88127252804149,1.2,11.3,3.5,42.1377265862186,1.06474009749784,1.0,41730660.0,14040.6189124444,1.0,42.13772658621863,29.876714848501123,17.064363272673404,29.332118810038573,,29.332118810038573,10.972323873753451,1.0,42.7,1.0,,,,,1.0,,,Mercosur,0,1,11.3,1.2,3.5,48.498,42.13772658621863,,,55.29,7.18,,51.214375,14040.6189124444,9.54970975869115,42.7,41730660.0,49.336,37.80100707933457,13.6,20.43595463978431,-0.533532453921275
Argentina,ARG,2012,0.9,1.5,,,,,,,,,,1.0,55.05475,51.006125,7.217,48.474,0.1,1.0,13754.4254235596,28825.9666865361,-2.0383253093713,1.3,10.3,3.5,41.0549899327029,1.0276613644946,1.0,42161721.0,13754.4254235596,1.0,41.05498993270294,32.78645841529598,16.269824656374787,28.969560057171343,,28.969560057171343,10.398277948310652,1.0,41.4,1.0,,,,,1.0,,,Mercosur,0,1,10.3,1.3,3.5,48.474,41.05498993270294,,,55.05475,7.217,,51.006125,13754.4254235596,9.529115900298596,41.4,42161721.0,48.498,42.13772658621863,11.3,19.90099581997842,-0.5631993248293231
Argentina,ARG,2013,0.8,1.5,,,,,,,,,,1.0,54.60925,50.63325,7.1,48.05,0.1,1.0,13946.0950832252,29227.6601818437,1.39351266056681,1.1,10.4,3.3,46.3608004514744,0.992958989681133,1.0,42582455.0,13946.0950832252,1.0,46.36080045147442,38.15037582511339,19.762048649565543,30.590557801090263,,30.590557801090263,6.731542244022417,1.0,41.1,1.0,,,,,1.0,,,Mercosur,0,1,10.4,1.1,3.3,48.05,46.36080045147442,,,54.60925,7.1,,50.63325,13946.0950832252,9.54295482571449,41.1,42582455.0,48.474,41.05498993270294,10.3,22.276364616933456,-0.6319877479449733
Argentina,ARG,2014,0.9,1.8,0.2944444444444444,,,,,,,,,1.0,54.191875,50.21875,7.268,47.444,0.1,1.0,13456.1319159151,28200.8152571318,-3.51326421042003,1.1,11.7,3.7,44.6937872308814,1.0317435786984,1.0,43024071.0,13456.1319159151,1.0,44.69378723088137,38.58560334946243,16.808491781973796,31.44235611332529,,31.44235611332529,6.336778217185499,1.0,41.8,1.0,,,,,1.0,,,Mercosur,0,1,11.7,1.1,3.7,47.444,44.69378723088137,,,54.191875,7.268,,50.21875,13456.1319159151,9.507190185666095,41.8,43024071.0,48.05,46.36080045147442,10.4,21.20452041381936,-0.5776760267309536
Argentina,ARG,2015,0.9,1.8,,,,,,,,,,1.0,,,,46.142,0.1,1.0,13679.6264980954,28669.2061336796,1.66091253843923,,,,,1.04725888735726,1.0,43477012.0,13679.6264980954,1.0,,,,,,,,,,1.0,,,,,1.0,,,Mercosur,0,1,1.8,0.9,,46.142,,,,,,,,13679.6264980954,9.52366288803301,,43477012.0,47.444,44.69378723088137,11.7,,-1.228770413164719
Argentina,ARG,2016,1.1,1.8,,40.16666666666666,33.6,47.73333333333333,70.8,58.6,8.466666666666667,23.866666666666667,39.96666666666667,1.0,,,,47.775666666666666,0.1,1.0,13265.8860639123,27802.1057201498,-3.02450095578762,1.3,11.5,3.7,52.273354344279,0.968911125580978,1.0,43900313.0,13265.8860639123,1.0,52.273354344279,37.84584176249385,24.113281455880884,34.67822919818708,20.88271771704809,34.67822919818708,6.159807172070156,1.0,42.3,1.0,,,,,1.0,,,Mercosur,0,1,11.5,1.3,3.7,47.775666666666666,52.273354344279,47.73333333333333,70.8,58.6,8.466666666666667,23.866666666666667,,13265.8860639123,9.492951061469718,42.3,43900313.0,46.142,,1.8,24.973943527008256,-0.5723286939005289
Argentina,ARG,2017,0.9,1.6,,39.675,33.9,48.0,70.9,58.8,8.35,22.625,39.775,1.0,54.33725,49.703625,8.347,48.563,0.1,1.0,13520.1129846159,28334.904184742,1.91639608148853,1.1,9.8,3.3,52.829945242481,0.881249595012674,1.0,44288894.0,13520.1129846159,1.0,52.829945242481045,39.68798910739182,23.92131123388797,35.36281278338323,20.745300888293816,35.36281278338323,5.720379898256953,1.0,41.4,1.0,,,,,1.0,,,Mercosur,0,1,9.8,1.1,3.3,48.563,52.829945242481045,48.0,70.9,58.8,8.35,22.625,49.703625,13520.1129846159,9.511933706412325,41.4,44288894.0,47.775666666666666,52.273354344279,11.5,25.655806308106072,-0.6178026153151358
Argentina,ARG,2018,1.4,2.0,,40.075,34.4,49.525,71.0,59.6,9.225,23.725,39.925,1.0,54.979375,49.788,9.22,48.73,0.211,1.0,13058.3285449954,27367.115094108,-3.41553683867816,1.6,12.5,4.2,52.8467903707254,0.822969480473088,1.0,44654882.0,13058.3285449954,1.0,52.84679037072543,38.77273080325666,24.946805297585428,33.90985047200573,21.511817853021046,33.90985047200573,5.5805456988460245,1.0,41.7,1.0,,,,,1.0,,,Mercosur,0,1,12.5,1.6,4.2,48.73,52.84679037072543,49.525,71.0,59.6,9.225,23.725,49.788,13058.3285449954,9.477181411867754,41.7,44654882.0,48.563,52.829945242481045,9.8,25.7522409476545,-0.5394981712648215
Argentina,ARG,2019,1.4,2.5,-0.2888888888888888,40.575,35.075,50.3,71.425,60.275,9.85,25.85,41.2,1.0,55.52325,49.924375,9.843,49.918,0.295,1.0,12706.3978108968,26629.5529419501,-2.69506723533574,1.7,14.9,5.0,54.2673679112021,0.710900853077743,1.0,44973465.0,12706.3978108968,1.0,54.26736791120207,39.044185747172826,26.31687775667222,34.30033784791172,22.929670089268907,34.30033784791172,5.827796700882278,1.0,43.3,1.0,,,,,1.0,,,Mercosur,0,1,14.9,1.7,5.0,49.918,54.26736791120207,50.3,71.425,60.275,9.85,25.85,49.924375,12706.3978108968,9.449860910237419,43.3,44973465.0,48.73,52.84679037072543,12.5,27.089184713913852,-0.4418475575212528
Argentina,ARG,2020,2.0,3.0,,39.75,30.225,46.775,66.375,56.0,11.55,30.5,41.525,1.0,50.916125,44.892125,11.461,46.981,0.552,1.0,11393.0505957877,23877.0931404855,-10.3361096878518,2.2,18.3,6.2,62.8483934912689,0.484665636741261,1.0,45191965.0,11393.0505957877,1.0,62.84839349126891,39.301337865555766,41.39872856474479,31.17782479953528,36.24585071174876,31.17782479953528,7.155225830234492,1.0,42.7,1.0,,,,,1.0,,,Mercosur,0,1,18.3,2.2,6.2,46.981,62.84839349126891,46.775,66.375,56.0,11.55,30.5,44.892125,11393.0505957877,9.340758851642148,42.7,45191965.0,49.918,54.26736791120207,14.9,29.526803746133044,-0.43998075204473275
