"iso3","year","unemployment","employment","labor_force_participation","female_labor_participation","male_labor_participation","youth_unemployment"
"SLV","2004","6.8","52.1165","55.47","","",""
"SLV","2005","6.961","55.4","59.7","","",""
"SLV","2006","6.505","52.370375","56.08475","","",""
"SLV","2007","6.406","53.0855","56.816","","",""
"SLV","2008","5.884","59.019","62.708","","",""
"SLV","2009","7.332","54.3505","58.685","","",""
"SLV","2010","4.893","54.4795","57.152625","","",""
"SLV","2011","4.297","54.740875","57.044","","",""
"SLV","2012","3.843","55.758","57.901875","","",""
"SLV","2013","3.693","56.274375","58.330375","","",""
"SLV","2014","4.154","54.665875","56.933375","","",""
"SLV","2015","3.998","54.127500000000005","56.298625","","",""
"SLV","2016","4.625","54.232875","59.5","45.65","75.975","9.85"
"SLV","2017","4.6","53.836125","59.3","44.975","76.275","10.025"
"SLV","2018","4.2","53.6725","58.95","44.8","75.625","9.7"
"SLV","2019","4.425","54.4925","59.9","45.625","76.9","10.1"
"SLV","2020","4.933333333333334","52.495375","58.63333333333333","44.06666666666667","75.8","10.733333333333334"
"SLV","2021","4.425","53.0495","59.65","45.425","76.95","10.125"
"SLV","2022","3.1","54.476","60.575","46.425","77.875","8.05"
"SLV","2023","3.05","55.928125","61.9","48.5","78.275","7.275"
"SLV","2024","2.707","54.343125","55.852375","","",""
"SLV","2025","","","","","",""
"SUR","1960","","","","","",""
"SUR","1961","","","","","",""
"SUR","1962","","","","","",""
"SUR","1963","","","","","",""
"SUR","1964","","","39.1995","","",""
"SUR","1965","","","","","",""
"SUR","1966","","","","","",""
"SUR","1967","","","","","",""
"SUR","1968","","","","","",""
"SUR","1969","","","","","",""
"SUR","1970","","","","","",""
"SUR","1971","","","","","",""
"SUR","1972","","","","","",""
"SUR","1973","","","","","",""
"SUR","1974","","","","","",""
"SUR","1975","","","","","",""
"SUR","1976","","","","","",""
"SUR","1977","","","","","",""
"SUR","1978","","","","","",""
"SUR","1979","","","","","",""
"SUR","1980","","","34.349875000000004","","",""
"SUR","1981","","","","","",""
"SUR","1982","","","","","",""
"SUR","1983","","","","","",""
"SUR","1984","","","","","",""
"SUR","1985","","","","","",""
"SUR","1986","","","","","",""
"SUR","1987","","42.938","53.357","","",""
"SUR","1988","","","","","",""
"SUR","1989","","38.733","45.844","","",""
"SUR","1990","","46.705","55.55","","",""
"SUR","1991","","","","","",""
"SUR","1992","","43.481","52.38","","",""
"SUR","1993","","44.881","49.318","","",""
"SUR","1994","","42.718","48.775","","",""
"SUR","1995","","43.70916666666667","39.6925","","",""
"SUR","1996","","","","","",""
"SUR","1997","","","","","",""
"SUR","1998","","","","","",""
"SUR","1999","","35.2544","43.31557142857143","","",""
"SUR","2000","","","","","",""
"SUR","2001","","","","","",""
"SUR","2002","","","","","",""
"SUR","2003","","","","","",""
"SUR","2004","9.487","","","","",""
"SUR","2005","","","","","",""
"SUR","2006","","","","","",""
"SUR","2007","","","","","",""
"SUR","2008","","","","","",""
"SUR","2009","8.711","52.82957142857143","57.91814285714285","","",""
"SUR","2010","7.154","53.45185714285714","57.486","","",""
"SUR","2011","7.545","52.60757142857143","57.03842857142857","","",""
"SUR","2012","8.1","51.98771428571429","56.594","","",""
"SUR","2013","6.602","52.82485714285714","56.78257142857143","","",""
"SUR","2014","6.945","53.99785714285714","58.04071428571429","","",""
"SUR","2015","7.222","51.047714285714285","54.91828571428572","","",""
"SUR","2016","7.917","45.285","49.44125","","",""
"SUR","2017","","","","","",""
"SUR","2018","","","","","",""
"SUR","2019","","","","","",""
"SUR","2020","","","","","",""
"SUR","2021","","","","","",""
"SUR","2022","","","","","",""
"SUR","2023","","","","","",""
"SUR","2024","","","","","",""
"SUR","2025","","","","","",""
"TTO","1946","","","38.68","","",""
"TTO","1960","","","58.056","","",""
"TTO","1961","","","","","",""
"TTO","1962","","","","","",""
"TTO","1963","","","","","",""
"TTO","1964","","","","","",""
"TTO","1965","","","","","",""
"TTO","1966","","","","","",""
"TTO","1967","","","","","",""
"TTO","1968","","","","","",""
"TTO","1969","","","","","",""
"TTO","1970","","","46.83728571428571","","",""
"TTO","1971","","31.146","34.499","","",""
"TTO","1972","","","","","",""
"TTO","1973","","","","","",""
"TTO","1974","","31.603","36.954","","",""
"TTO","1975","","","","","",""
"TTO","1976","","","","","",""
"TTO","1977","","","","","",""
"TTO","1978","","34.237","38.757","","",""
"TTO","1979","","53.039","54.70142857142857","","",""
"TTO","1980","","","48.21025","","",""
"TTO","1981","","53.679","54.071","","",""
"TTO","1982","","","","","",""
"TTO","1983","","53.182","53.72571428571429","","",""
"TTO","1984","","","","","",""
"TTO","1985","","48.1432","53.486","","",""
"TTO","1986","","45.8158","52.61028571428572","","",""
"TTO","1987","","37.533166666666666","49.65183333333333","","",""
"TTO","1988","","40.722375","51.952875000000006","","",""
"TTO","1989","","39.78925","50.75225","","",""
"TTO","1990","","39.784875","49.48325","","",""
"TTO","1991","","41.1005","50.314","","",""
"TTO","1992","","48.3","60.1","","",""
"TTO","1993","","41.197375","51.149125","","",""
"TTO","1994","","48.5","59.4","","",""
"TTO","1995","","43.51325","52.575875","","",""
"TTO","1996","","44.22175","52.785375","","",""
"TTO","1997","","51.3","60.3","","",""
"TTO","1998","","45.672125","53.253875","","",""
"TTO","1999","","46.089375","53.084","","",""
"TTO","2000","12.096","47.243375","53.76325","","",""
"TTO","2001","","","60.7","","",""
"TTO","2002","10.389","47.697","53.2435","","",""
"TTO","2003","","","61.6","","",""
"TTO","2004","","","63.0","","",""
"TTO","2005","7.951","51.58425","56.194375","","",""
"TTO","2006","6.268","52.8445","56.45375","","",""
"TTO","2007","5.544","52.727375","55.954","","",""
"TTO","2008","4.627","53.108125","55.781625","","",""
"TTO","2009","5.28","52.0715","54.987","","",""
"TTO","2010","4.033","51.448625","53.71975","","",""
"TTO","2011","3.425","50.719125","52.6145","","",""
"TTO","2012","3.718","51.55225","53.629","","",""
"TTO","2013","2.683","51.98775","53.4675","","",""
"TTO","2014","2.477","52.619375","53.98","","",""
"TTO","2015","2.428","51.715250000000005","53.0485","","",""
"TTO","2016","3.207","50.355125","52.10825","","",""
"TTO","2017","","","","","",""
"TTO","2018","","","","","",""
"TTO","2019","3.523","48.5565","50.453125","","",""
"TTO","2020","4.206","46.653625","48.837","","",""
"TTO","2021","4.446","45.56475","47.848625","","",""
"TTO","2022","4.383","46.306875","48.506375","","",""
"TTO","2023","3.361","47.880125","49.585125","","",""
"TTO","2024","4.006","46.819375","48.8865","","",""
"TTO","2025","","","","","",""
"URY","1960","","","","","",""
"URY","1961","","","","","",""
"URY","1962","","","","","",""
"URY","1963","","","46.45966666666666","","",""
"URY","1964","","","","","",""
"URY","1965","","","","","",""
"URY","1966","","","","","",""
"URY","1967","","","","","",""
"URY","1968","","","","","",""
"URY","1969","","","","","",""
"URY","1970","","","","","",""
"URY","1971","","","","","",""
"URY","1972","","","","","",""
"URY","1973","","","","","",""
"URY","1974","","","","","",""
"URY","1975","","","46.680166666666665","","",""
"URY","1976","","","","","",""
"URY","1977","","","","","",""
"URY","1978","","","","","",""
"URY","1979","","","","","",""
"URY","1980","","","","","",""
"URY","1981","","","","","",""
"URY","1982","","","","","",""
"URY","1983","","","","","",""
"URY","1984","","45.790333333333336","44.828375","","",""
"URY","1985","","","45.8695","","",""
"URY","1986","","","","","",""
"URY","1987","","","","","",""
"URY","1988","","","","","",""
"URY","1989","","","","","",""
"URY","1990","","37.62533333333334","38.1155","","",""
"URY","1991","","47.911","46.51375","","",""
"URY","1992","","48.137875","48.0085","","",""
"URY","1993","","47.6285","47.373000000000005","","",""
"URY","1994","","48.6225","48.912","","",""
"URY","1995","","49.123375","50.135125","","",""
"URY","1996","","49.381","55.619875","","",""
"URY","1997","","","","","",""
"URY","1998","","50.679","56.24325","","",""
"URY","1999","","49.08075","55.17425","","",""
"URY","2000","12.627","48.248375","55.61125","","",""
"URY","2001","15.052","48.174375","57.150125","","",""
"URY","2002","16.648","45.9525","55.60325","","",""
"URY","2003","16.661","45.25025","54.783625","","",""
"URY","2004","12.98","47.764","55.298125","","",""
"URY","2005","12.009","48.583625","55.537625","","",""
"URY","2006","10.844","51.137","57.72825","","",""
"URY","2007","9.403","53.650875","59.5395","","",""
"URY","2008","8.025","54.798625","59.880875","","",""
"URY","2009","7.74","55.572","60.486875","","",""
"URY","2010","7.158","55.468375","60.002125","","",""
"URY","2011","6.307","57.18625","61.266375","","",""
"URY","2012","6.451","56.444375","60.524625","","",""
"URY","2013","6.444","55.90425","59.996875","","",""
"URY","2014","6.547","56.74575","60.954375","","",""
"URY","2015","7.488","55.302125","60.0365","","",""
"URY","2016","7.824999999999999","54.756125","64.6","56.35","73.7","23.8"
"URY","2017","7.95","54.134625","64.075","56.125","72.825","24.9"
"URY","2018","8.35","53.541","63.7","56.0","72.1","26.05"
"URY","2019","8.925","52.92675","63.325","55.85","71.5","27.975"
"URY","2020","10.35","49.721125","61.625","54.7","69.17500000000001","33.1"
"URY","2021","9.325","51.756","62.425","55.725","69.75","30.575"
"URY","2022","8.275","52.79775","62.2","55.425","69.575","27.075"
"URY","2023","9.475","53.939875","63.575","56.9","70.8","30.275"
"URY","2024","9.75","54.89825","62.900000000000006","56.1","70.25","30.45"
"URY","2025","","","","","",""
"VEN","1960","","","","","",""
"VEN","1961","","","52.17275","","",""
"VEN","1962","","","","","",""
"VEN","1963","","","","","",""
"VEN","1964","","","","","",""
"VEN","1965","","","","","",""
"VEN","1966","","","","","",""
"VEN","1967","","","","","",""
"VEN","1968","","","","","",""
"VEN","1969","","","","","",""
"VEN","1970","","","","","",""
"VEN","1971","","","47.49375","","",""
"VEN","1972","","","","","",""
"VEN","1973","","","","","",""
"VEN","1974","","","","","",""
"VEN","1975","","31.561","31.13","","",""
"VEN","1976","","","","","",""
"VEN","1977","","52.379","48.581833333333336","","",""
"VEN","1978","","","","","",""
"VEN","1979","","51.922","48.31433333333334","","",""
"VEN","1980","","","","","",""
"VEN","1981","","50.962","47.7815","","",""
"VEN","1982","","50.086","32.96216666666667","","",""
"VEN","1983","","47.937","32.68516666666667","","",""
"VEN","1984","","48.252","55.856","","",""
"VEN","1985","","49.081","56.017","","",""
"VEN","1986","","49.567","56.099","","",""
"VEN","1987","","50.72","56.309","","",""
"VEN","1988","","52.557","57.23","","",""
"VEN","1989","","51.675","58.337","","",""
"VEN","1990","","46.339666666666666","59.054","","",""
"VEN","1991","","","60.155","","",""
"VEN","1992","","","59.429","","",""
"VEN","1993","","","57.871","","",""
"VEN","1994","","53.538","59.143","","",""
"VEN","1995","","55.31","61.618","","",""
"VEN","1996","","55.1","62.9","","",""
"VEN","1997","","","64.451","","",""
"VEN","1998","","58.2","65.4","","",""
"VEN","1999","","","","","",""
"VEN","2000","","","","","",""
"VEN","2001","8.83","45.001375","67.578","","",""
"VEN","2002","16.171","57.979","69.162","","",""
"VEN","2003","16.779","","","","",""
"VEN","2004","","","","","",""
"VEN","2005","10.663","52.451375","58.524625","","",""
"VEN","2006","8.606","54.138125","59.032","","",""
"VEN","2007","7.279","54.450875","58.561375","","",""
"VEN","2008","6.245","54.91175","58.435125","","",""
"VEN","2009","6.097","54.815625","58.240625","","",""
"VEN","2010","7.112","53.882","57.847125","","",""
"VEN","2011","6.902","53.74675","57.571375","","",""
"VEN","2012","6.601","53.35725","56.99","","",""
"VEN","2013","","","","","",""
"VEN","2014","","","","","",""
"VEN","2015","","","","","",""
"VEN","2016","5.319","52.03475","54.885375","","",""
"VEN","2017","5.045","57.908","60.900125","","",""
"VEN","2018","","","","","",""
"VEN","2019","","","","","",""
"VEN","2020","7.526","49.504","54.01625","","",""
"VEN","2021","","","","","",""
"VEN","2022","","","","","",""
"VEN","2023","","","","","",""
"VEN","2024","","","","","",""
"VEN","2025","","","","","",""
