"iso3","year","labor_informality","labor_informality_lag1","informality_x_social_protection"
"PER","1965","","",""
"PER","1966","","",""
"PER","1967","","",""
"PER","1968","","",""
"PER","1969","","",""
"PER","1970","","",""
"PER","1971","","",""
"PER","1972","","",""
"PER","1973","","",""
"PER","1974","","",""
"PER","1975","","",""
"PER","1976","","",""
"PER","1977","","",""
"PER","1978","","",""
"PER","1979","","",""
"PER","1980","","",""
"PER","1981","","",""
"PER","1982","","",""
"PER","1983","","",""
"PER","1984","","",""
"PER","1985","","",""
"PER","1986","","",""
"PER","1987","","",""
"PER","1988","","",""
"PER","1989","","",""
"PER","1990","","",""
"PER","1991","","",""
"PER","1992","","",""
"PER","1993","","",""
"PER","1994","","",""
"PER","1995","","",""
"PER","1996","","",""
"PER","1997","","",""
"PER","1998","","",""
"PER","1999","","",""
"PER","2000","","",""
"PER","2001","","",""
"PER","2002","98.292","",""
"PER","2003","98.413","98.292",""
"PER","2004","91.067","98.413",""
"PER","2005","83.689","91.067",""
"PER","2006","81.965","83.689",""
"PER","2007","79.24","81.965",""
"PER","2008","78.845","79.24","41.3159417499172"
"PER","2009","77.058","78.845","49.40390277415768"
"PER","2010","76.848","77.058","52.53586648599688"
"PER","2011","75.579","76.848","49.97292376906276"
"PER","2012","70.695","75.579","63.28686840806825"
"PER","2013","69.771","70.695","43.97240170760944"
"PER","2014","68.603","69.771","44.49209421793934"
"PER","2015","69.219","68.603","45.40625264893349"
"PER","2016","68.057","69.219","44.20120257875893"
"PER","2017","68.057","68.057","44.86293170945926"
"PER","2018","68.451","68.057","45.74150808495679"
"PER","2019","68.362","68.451","45.53517255569407"
"PER","2020","70.141","68.362","55.99796830068144"
"PER","2021","68.396","70.141","61.592904597178176"
"PER","2022","74.70066666666666","68.396","62.270719879294646"
"PER","2023","77.16866666666667","74.70066666666666",""
"PER","2024","71.83500000000001","77.16866666666667",""
"PER","2025","70.463","71.83500000000001",""
"PRY","1960","","",""
"PRY","1961","","",""
"PRY","1962","","",""
"PRY","1963","","",""
"PRY","1964","","",""
"PRY","1965","","",""
"PRY","1966","","",""
"PRY","1967","","",""
"PRY","1968","","",""
"PRY","1969","","",""
"PRY","1970","","",""
"PRY","1971","","",""
"PRY","1972","","",""
"PRY","1973","","",""
"PRY","1974","","",""
"PRY","1975","","",""
"PRY","1976","","",""
"PRY","1977","","",""
"PRY","1978","","",""
"PRY","1979","","",""
"PRY","1980","","",""
"PRY","1981","","",""
"PRY","1982","","",""
"PRY","1983","","",""
"PRY","1984","","",""
"PRY","1985","","",""
"PRY","1986","","",""
"PRY","1987","","",""
"PRY","1988","","",""
"PRY","1989","","",""
"PRY","1990","","",""
"PRY","1991","","",""
"PRY","1992","","",""
"PRY","1993","","",""
"PRY","1994","","",""
"PRY","1995","","",""
"PRY","1996","","",""
"PRY","1997","","",""
"PRY","1998","","",""
"PRY","1999","","",""
"PRY","2000","","",""
"PRY","2001","","",""
"PRY","2002","","",""
"PRY","2003","","",""
"PRY","2004","","",""
"PRY","2005","","",""
"PRY","2006","","",""
"PRY","2007","","",""
"PRY","2008","77.688","","33.968587208012856"
"PRY","2009","77.561","77.688","35.19271350864865"
"PRY","2010","76.749","77.561","41.611400153942995"
"PRY","2011","73.898","76.749","38.62662523988971"
"PRY","2012","74.242","73.898","48.40686650732754"
"PRY","2013","71.48","74.242","45.15910395840137"
"PRY","2014","70.128","71.48","43.64276823189366"
"PRY","2015","70.695","70.128","47.245847127833855"
"PRY","2016","72.165","70.695","48.104844965721334"
"PRY","2017","69.996","72.165","47.61092671520175"
"PRY","2018","70.295","69.996","48.050309111584895"
"PRY","2019","68.919","70.295","47.614604916352654"
"PRY","2020","69.7595","68.919","55.570559041508986"
"PRY","2021","69.299","69.7595","40.87824163611533"
"PRY","2022","67.948","69.299","36.99123579038535"
"PRY","2023","66.86133333333333","67.948",""
"PRY","2024","67.32966666666667","66.86133333333333",""
"PRY","2025","64.463","67.32966666666667",""
"SLV","1960","","",""
"SLV","1961","","",""
"SLV","1962","","",""
"SLV","1963","","",""
"SLV","1964","","",""
"SLV","1965","","",""
"SLV","1966","","",""
"SLV","1967","","",""
"SLV","1968","","",""
"SLV","1969","","",""
"SLV","1970","","",""
"SLV","1971","","",""
"SLV","1972","","",""
"SLV","1973","","",""
"SLV","1974","","",""
"SLV","1975","","",""
"SLV","1976","","",""
"SLV","1977","","",""
"SLV","1978","","",""
"SLV","1979","","",""
"SLV","1980","","",""
"SLV","1981","","",""
"SLV","1982","","",""
"SLV","1983","","",""
"SLV","1984","","",""
"SLV","1985","","",""
"SLV","1986","","",""
"SLV","1987","","",""
"SLV","1988","","",""
"SLV","1989","","",""
"SLV","1990","","",""
"SLV","1991","","",""
"SLV","1992","","",""
"SLV","1993","","",""
"SLV","1994","","",""
"SLV","1995","","",""
"SLV","1996","","",""
"SLV","1997","","",""
"SLV","1998","","",""
"SLV","1999","","",""
"SLV","2000","","",""
"SLV","2001","","",""
"SLV","2002","","",""
"SLV","2003","","",""
"SLV","2004","","",""
"SLV","2005","","",""
"SLV","2006","","",""
"SLV","2007","","",""
"SLV","2008","","",""
"SLV","2009","","",""
"SLV","2010","","",""
"SLV","2011","","",""
"SLV","2012","","",""
"SLV","2013","","",""
"SLV","2014","69.33733333333333","","40.28006674046336"
"SLV","2015","69.047","69.33733333333333","61.528513344990735"
"SLV","2016","69.43533333333333","69.047","62.08247930460832"
"SLV","2017","70.15533333333333","69.43533333333333","59.34360439878472"
"SLV","2018","68.484","70.15533333333333","56.6981019922486"
"SLV","2019","69.12533333333333","68.484","59.09937140002105"
"SLV","2020","68.742","69.12533333333333",""
"SLV","2021","68.98266666666666","68.742","60.052591078705525"
"SLV","2022","67.44833333333334","68.98266666666666","59.8619178096207"
"SLV","2023","66.48400000000001","67.44833333333334",""
"SLV","2024","63.946","66.48400000000001",""
"SLV","2025","","63.946",""
"SUR","1960","","",""
"SUR","1961","","",""
"SUR","1962","","",""
"SUR","1963","","",""
"SUR","1964","","",""
"SUR","1965","","",""
"SUR","1966","","",""
"SUR","1967","","",""
"SUR","1968","","",""
"SUR","1969","","",""
"SUR","1970","","",""
"SUR","1971","","",""
"SUR","1972","","",""
"SUR","1973","","",""
"SUR","1974","","",""
"SUR","1975","","",""
"SUR","1976","","",""
"SUR","1977","","",""
"SUR","1978","","",""
"SUR","1979","","",""
"SUR","1980","","",""
"SUR","1981","","",""
"SUR","1982","","",""
"SUR","1983","","",""
"SUR","1984","","",""
"SUR","1985","","",""
"SUR","1986","","",""
"SUR","1987","","",""
"SUR","1988","","",""
"SUR","1989","","",""
"SUR","1990","","",""
"SUR","1991","","",""
"SUR","1992","","",""
"SUR","1993","","",""
"SUR","1994","","",""
"SUR","1995","","",""
"SUR","1996","","",""
"SUR","1997","","",""
"SUR","1998","","",""
"SUR","1999","","",""
"SUR","2000","","",""
"SUR","2001","","",""
"SUR","2002","","",""
"SUR","2003","","",""
"SUR","2004","","",""
"SUR","2005","","",""
"SUR","2006","","",""
"SUR","2007","","",""
"SUR","2008","","",""
"SUR","2009","","",""
"SUR","2010","","",""
"SUR","2011","","",""
"SUR","2012","","",""
"SUR","2013","","",""
"SUR","2014","","",""
"SUR","2015","","",""
"SUR","2016","51.71833333333333","",""
"SUR","2017","","51.71833333333333",""
"SUR","2018","","",""
"SUR","2019","","",""
"SUR","2020","","",""
"SUR","2021","","",""
"SUR","2022","","",""
"SUR","2023","","",""
"SUR","2024","","",""
"SUR","2025","","",""
"TTO","1946","","",""
"TTO","1960","","",""
"TTO","1961","","",""
"TTO","1962","","",""
"TTO","1963","","",""
"TTO","1964","","",""
"TTO","1965","","",""
"TTO","1966","","",""
"TTO","1967","","",""
"TTO","1968","","",""
"TTO","1969","","",""
"TTO","1970","","",""
"TTO","1971","","",""
"TTO","1972","","",""
"TTO","1973","","",""
"TTO","1974","","",""
"TTO","1975","","",""
"TTO","1976","","",""
"TTO","1977","","",""
"TTO","1978","","",""
"TTO","1979","","",""
"TTO","1980","","",""
"TTO","1981","","",""
"TTO","1982","","",""
"TTO","1983","","",""
"TTO","1984","","",""
"TTO","1985","","",""
"TTO","1986","","",""
"TTO","1987","","",""
"TTO","1988","","",""
"TTO","1989","","",""
"TTO","1990","","",""
"TTO","1991","","",""
"TTO","1992","","",""
"TTO","1993","","",""
"TTO","1994","","",""
"TTO","1995","","",""
"TTO","1996","","",""
"TTO","1997","","",""
"TTO","1998","","",""
"TTO","1999","","",""
"TTO","2000","","",""
"TTO","2001","","",""
"TTO","2002","","",""
"TTO","2003","","",""
"TTO","2004","","",""
"TTO","2005","","",""
"TTO","2006","","",""
"TTO","2007","","",""
"TTO","2008","","",""
"TTO","2009","","",""
"TTO","2010","","",""
"TTO","2011","","",""
"TTO","2012","","",""
"TTO","2013","","",""
"TTO","2014","","",""
"TTO","2015","","",""
"TTO","2016","","",""
"TTO","2017","","",""
"TTO","2018","","",""
"TTO","2019","","",""
"TTO","2020","","",""
"TTO","2021","","",""
"TTO","2022","","",""
"TTO","2023","","",""
"TTO","2024","","",""
"TTO","2025","","",""
"URY","1960","","",""
"URY","1961","","",""
"URY","1962","","",""
"URY","1963","","",""
"URY","1964","","",""
"URY","1965","","",""
"URY","1966","","",""
"URY","1967","","",""
"URY","1968","","",""
"URY","1969","","",""
"URY","1970","","",""
"URY","1971","","",""
"URY","1972","","",""
"URY","1973","","",""
"URY","1974","","",""
"URY","1975","","",""
"URY","1976","","",""
"URY","1977","","",""
"URY","1978","","",""
"URY","1979","","",""
"URY","1980","","",""
"URY","1981","","",""
"URY","1982","","",""
"URY","1983","","",""
"URY","1984","","",""
"URY","1985","","",""
"URY","1986","","",""
"URY","1987","","",""
"URY","1988","","",""
"URY","1989","","",""
"URY","1990","","",""
"URY","1991","","",""
"URY","1992","","",""
"URY","1993","","",""
"URY","1994","","",""
"URY","1995","","",""
"URY","1996","","",""
"URY","1997","","",""
"URY","1998","","",""
"URY","1999","","",""
"URY","2000","","",""
"URY","2001","","",""
"URY","2002","","",""
"URY","2003","","",""
"URY","2004","","",""
"URY","2005","","",""
"URY","2006","44.357","",""
"URY","2007","44.043","44.357",""
"URY","2008","42.772","44.043","30.741803600275407"
"URY","2009","42.364","42.772","32.63598096598141"
"URY","2010","40.897","42.364","32.610665926630055"
"URY","2011","38.347","40.897","30.08577420495749"
"URY","2012","36.199","38.347","28.924867373429898"
"URY","2013","35.353","36.199",""
"URY","2014","23.630333333333333","35.353",""
"URY","2015","23.879","23.630333333333333","18.595760554221027"
"URY","2016","24.538666666666668","23.879","19.047674208318252"
"URY","2017","24.100666666666665","24.538666666666668","18.505635612378793"
"URY","2018","23.944333333333333","24.100666666666665","18.262263706640514"
"URY","2019","24.138","23.944333333333333","18.561984518309327"
"URY","2020","21.605","24.138","15.694987096774193"
"URY","2021","21.433666666666667","21.605","15.52314625626045"
"URY","2022","22.134","21.433666666666667","15.861238605538997"
"URY","2023","31.756666666666668","22.134",""
"URY","2024","28.546333333333333","31.756666666666668",""
"URY","2025","","28.546333333333333",""
"VEN","1960","","",""
"VEN","1961","","",""
"VEN","1962","","",""
"VEN","1963","","",""
"VEN","1964","","",""
"VEN","1965","","",""
"VEN","1966","","",""
"VEN","1967","","",""
"VEN","1968","","",""
"VEN","1969","","",""
"VEN","1970","","",""
"VEN","1971","","",""
"VEN","1972","","",""
"VEN","1973","","",""
"VEN","1974","","",""
"VEN","1975","","",""
"VEN","1976","","",""
"VEN","1977","","",""
"VEN","1978","","",""
"VEN","1979","","",""
"VEN","1980","","",""
"VEN","1981","","",""
"VEN","1982","","",""
"VEN","1983","","",""
"VEN","1984","","",""
"VEN","1985","","",""
"VEN","1986","","",""
"VEN","1987","","",""
"VEN","1988","","",""
"VEN","1989","","",""
"VEN","1990","","",""
"VEN","1991","","",""
"VEN","1992","","",""
"VEN","1993","","",""
"VEN","1994","","",""
"VEN","1995","","",""
"VEN","1996","","",""
"VEN","1997","","",""
"VEN","1998","","",""
"VEN","1999","","",""
"VEN","2000","","",""
"VEN","2001","","",""
"VEN","2002","","",""
"VEN","2003","","",""
"VEN","2004","","",""
"VEN","2005","","",""
"VEN","2006","","",""
"VEN","2007","","",""
"VEN","2008","","",""
"VEN","2009","","",""
"VEN","2010","","",""
"VEN","2011","","",""
"VEN","2012","","",""
"VEN","2013","","",""
"VEN","2014","","",""
"VEN","2015","","",""
"VEN","2016","","",""
"VEN","2017","58.32666666666667","",""
"VEN","2018","","58.32666666666667",""
"VEN","2019","","",""
"VEN","2020","","",""
"VEN","2021","","",""
"VEN","2022","","",""
"VEN","2023","","",""
"VEN","2024","","",""
"VEN","2025","","",""
