mechanism,model,term_label,estimate,cluster_std.error,cluster_p.value,wild_bootstrap_std.error,wild_bootstrap_p.value,dk_std.error,dk_p.value,n_obs,n_countries,years
Social assistance + social insurance,TWFE joint interaction,Labor informality,0.39955041167829175,0.11989303340744971,0.004545083716462838,0.09965169995071645,0.001,0.08825618791280761,1.2927592262765713e-5,177,16,2006-2023
Social assistance + social insurance,TWFE joint interaction,Social assistance coverage,0.0686491437036072,0.09990516965740416,0.5024789856796721,0.09008097430414969,0.801,0.04401044446902941,0.12112230357689831,177,16,2006-2023
Social assistance + social insurance,TWFE joint interaction,Social insurance coverage,-0.24548506936501976,0.1672674552025592,0.16286173430427217,0.14428528001216614,0.143,0.11078953150420372,0.028369306413966205,177,16,2006-2023
Social assistance + social insurance,TWFE joint interaction,Labor informality x social assistance,-0.0025286017575450147,0.0014784040930551664,0.10779627357834962,0.001229248075311592,0.329,6.890993022688099e-4,3.4803024854814055e-4,177,16,2006-2023
Social assistance + social insurance,TWFE joint interaction,Labor informality x social insurance,-0.005306725235258851,0.0037170653941403144,0.17387584474172296,0.0030483943002912275,0.103,0.0023297917535699385,0.024300092191773,177,16,2006-2023
Social assistance + social insurance,TWFE joint interaction,Log GDP per capita,-27.429157431514433,8.790856793144345,0.007021494794072285,7.920307512381619,0.001,3.112949879164494,5.142482981010152e-15,177,16,2006-2023
Social assistance + social insurance,TWFE joint interaction,Gini index,0.5771599111760157,0.17413302067287623,0.004716783095353339,0.13625379292911102,0.032,0.14652404539946326,1.3016860432788665e-4,177,16,2006-2023
Social assistance + social insurance,TWFE joint interaction,Unemployment,0.825505723802525,0.24397512391756165,0.0040935229181649066,0.22284174172297141,0.006,0.10343188472747337,5.384275532635643e-13,177,16,2006-2023
