asset_id,asset_type,name,location,root,relative_path,top_folder,subfolder,extension,size_mb,modified,possible_role
A3065,script,ehog_Preguntas ximena soruco.do,sources/part_ii\52_EHogares_monica\B. Do files\ehog_Preguntas ximena soruco.do,sources/part_ii,52_EHogares_monica/B. Do files/ehog_Preguntas ximena soruco.do,52_EHogares_monica,B. Do files,.do,0.006,2019-02-25,existing_processing_script
A3066,script,ehog_Probit pobreza.do,sources/part_ii\52_EHogares_monica\B. Do files\ehog_Probit pobreza.do,sources/part_ii,52_EHogares_monica/B. Do files/ehog_Probit pobreza.do,52_EHogares_monica,B. Do files,.do,0.001,2015-11-03,existing_processing_script
A3067,script,ehog_pscore 1999.do,sources/part_ii\52_EHogares_monica\B. Do files\ehog_pscore 1999.do,sources/part_ii,52_EHogares_monica/B. Do files/ehog_pscore 1999.do,52_EHogares_monica,B. Do files,.do,0.009,2024-01-13,existing_processing_script
A3068,script,ehog_pscore 2000.do,sources/part_ii\52_EHogares_monica\B. Do files\ehog_pscore 2000.do,sources/part_ii,52_EHogares_monica/B. Do files/ehog_pscore 2000.do,52_EHogares_monica,B. Do files,.do,0.027,2019-02-25,existing_processing_script
A3069,script,ehog_pscore 2001.do,sources/part_ii\52_EHogares_monica\B. Do files\ehog_pscore 2001.do,sources/part_ii,52_EHogares_monica/B. Do files/ehog_pscore 2001.do,52_EHogares_monica,B. Do files,.do,0.025,2019-02-25,existing_processing_script
A3070,script,ehog_pscore 2002.do,sources/part_ii\52_EHogares_monica\B. Do files\ehog_pscore 2002.do,sources/part_ii,52_EHogares_monica/B. Do files/ehog_pscore 2002.do,52_EHogares_monica,B. Do files,.do,0.026,2019-02-25,existing_processing_script
A3071,script,ehog_pscore 2008.do,sources/part_ii\52_EHogares_monica\B. Do files\ehog_pscore 2008.do,sources/part_ii,52_EHogares_monica/B. Do files/ehog_pscore 2008.do,52_EHogares_monica,B. Do files,.do,0.008,2019-02-25,existing_processing_script
A3072,script,ehog_pscore09.do,sources/part_ii\52_EHogares_monica\B. Do files\ehog_pscore09.do,sources/part_ii,52_EHogares_monica/B. Do files/ehog_pscore09.do,52_EHogares_monica,B. Do files,.do,0.029,2019-02-25,existing_processing_script
A3073,script,ehog_pscore2011.do,sources/part_ii\52_EHogares_monica\B. Do files\ehog_pscore2011.do,sources/part_ii,52_EHogares_monica/B. Do files/ehog_pscore2011.do,52_EHogares_monica,B. Do files,.do,0.028,2019-02-25,existing_processing_script
A3074,script,ehog_ramas_IO_SAM2007.do,sources/part_ii\52_EHogares_monica\B. Do files\ehog_ramas_IO_SAM2007.do,sources/part_ii,52_EHogares_monica/B. Do files/ehog_ramas_IO_SAM2007.do,52_EHogares_monica,B. Do files,.do,0.028,2015-12-03,existing_processing_script
A3075,script,ehog_ramas_IO_SAM2012.do,sources/part_ii\52_EHogares_monica\B. Do files\ehog_ramas_IO_SAM2012.do,sources/part_ii,52_EHogares_monica/B. Do files/ehog_ramas_IO_SAM2012.do,52_EHogares_monica,B. Do files,.do,0.028,2016-01-22,existing_processing_script
A3076,script,ehog_rango-ingresos_ FACTOR TRABAJO.do,sources/part_ii\52_EHogares_monica\B. Do files\ehog_rango-ingresos_ FACTOR TRABAJO.do,sources/part_ii,52_EHogares_monica/B. Do files/ehog_rango-ingresos_ FACTOR TRABAJO.do,52_EHogares_monica,B. Do files,.do,0.006,2019-02-25,existing_processing_script
A3077,script,ehog_RegresionLineal_analisis.do,sources/part_ii\52_EHogares_monica\B. Do files\ehog_RegresionLineal_analisis.do,sources/part_ii,52_EHogares_monica/B. Do files/ehog_RegresionLineal_analisis.do,52_EHogares_monica,B. Do files,.do,0.008,2018-05-18,existing_processing_script
A3078,script,ehog_renombrar e.do,sources/part_ii\52_EHogares_monica\B. Do files\ehog_renombrar e.do,sources/part_ii,52_EHogares_monica/B. Do files/ehog_renombrar e.do,52_EHogares_monica,B. Do files,.do,0.004,2016-01-18,existing_processing_script
A3079,script,ehog_salud - tablas cotizantes ehog.do,sources/part_ii\52_EHogares_monica\B. Do files\ehog_salud - tablas cotizantes ehog.do,sources/part_ii,52_EHogares_monica/B. Do files/ehog_salud - tablas cotizantes ehog.do,52_EHogares_monica,B. Do files,.do,0.0,2019-02-25,existing_processing_script
A3080,script,ehog_SAM gastos no alimentarios.do,sources/part_ii\52_EHogares_monica\B. Do files\ehog_SAM gastos no alimentarios.do,sources/part_ii,52_EHogares_monica/B. Do files/ehog_SAM gastos no alimentarios.do,52_EHogares_monica,B. Do files,.do,0.005,2019-02-25,existing_processing_script
A3081,script,ehog_size.do,sources/part_ii\52_EHogares_monica\B. Do files\ehog_size.do,sources/part_ii,52_EHogares_monica/B. Do files/ehog_size.do,52_EHogares_monica,B. Do files,.do,0.003,2016-01-18,existing_processing_script
A3082,script,ehog_solte.do,sources/part_ii\52_EHogares_monica\B. Do files\ehog_solte.do,sources/part_ii,52_EHogares_monica/B. Do files/ehog_solte.do,52_EHogares_monica,B. Do files,.do,0.0,2016-01-18,existing_processing_script
A3083,script,ehog_tinfantil-vairable nna.do,sources/part_ii\52_EHogares_monica\B. Do files\ehog_tinfantil-vairable nna.do,sources/part_ii,52_EHogares_monica/B. Do files/ehog_tinfantil-vairable nna.do,52_EHogares_monica,B. Do files,.do,0.002,2017-08-25,existing_processing_script
A3084,script,ehog_Tipos de info y for_2_SAM2012.do,sources/part_ii\52_EHogares_monica\B. Do files\ehog_Tipos de info y for_2_SAM2012.do,sources/part_ii,52_EHogares_monica/B. Do files/ehog_Tipos de info y for_2_SAM2012.do,52_EHogares_monica,B. Do files,.do,0.002,2015-12-01,existing_processing_script
A3085,script,ehog_transferencias condicionadas.do,sources/part_ii\52_EHogares_monica\B. Do files\ehog_transferencias condicionadas.do,sources/part_ii,52_EHogares_monica/B. Do files/ehog_transferencias condicionadas.do,52_EHogares_monica,B. Do files,.do,0.001,2016-06-22,existing_processing_script
A3086,script,ehog_V-act principal 3++.do,sources/part_ii\52_EHogares_monica\B. Do files\ehog_V-act principal 3++.do,sources/part_ii,52_EHogares_monica/B. Do files/ehog_V-act principal 3++.do,52_EHogares_monica,B. Do files,.do,0.018,2016-03-12,existing_processing_script
A3087,script,ehog_V-act principal.do,sources/part_ii\52_EHogares_monica\B. Do files\ehog_V-act principal.do,sources/part_ii,52_EHogares_monica/B. Do files/ehog_V-act principal.do,52_EHogares_monica,B. Do files,.do,0.008,2016-03-11,existing_processing_script
A3088,script,ehog_V-analisis de actipvc.do,sources/part_ii\52_EHogares_monica\B. Do files\ehog_V-analisis de actipvc.do,sources/part_ii,52_EHogares_monica/B. Do files/ehog_V-analisis de actipvc.do,52_EHogares_monica,B. Do files,.do,0.007,2016-07-01,existing_processing_script
A3089,script,ehog_V-analisis grafico.do,sources/part_ii\52_EHogares_monica\B. Do files\ehog_V-analisis grafico.do,sources/part_ii,52_EHogares_monica/B. Do files/ehog_V-analisis grafico.do,52_EHogares_monica,B. Do files,.do,0.008,2016-05-12,existing_processing_script
A3090,script,ehog_V-catagre.do,sources/part_ii\52_EHogares_monica\B. Do files\ehog_V-catagre.do,sources/part_ii,52_EHogares_monica/B. Do files/ehog_V-catagre.do,52_EHogares_monica,B. Do files,.do,0.041,2016-01-18,existing_processing_script
A3091,script,ehog_V-departamento.do,sources/part_ii\52_EHogares_monica\B. Do files\ehog_V-departamento.do,sources/part_ii,52_EHogares_monica/B. Do files/ehog_V-departamento.do,52_EHogares_monica,B. Do files,.do,0.011,2016-03-11,existing_processing_script
A3092,script,ehog_V-dias x horas 2.do,sources/part_ii\52_EHogares_monica\B. Do files\ehog_V-dias x horas 2.do,sources/part_ii,52_EHogares_monica/B. Do files/ehog_V-dias x horas 2.do,52_EHogares_monica,B. Do files,.do,0.002,2015-10-07,existing_processing_script
A3093,script,ehog_V-dias x horas.do,sources/part_ii\52_EHogares_monica\B. Do files\ehog_V-dias x horas.do,sources/part_ii,52_EHogares_monica/B. Do files/ehog_V-dias x horas.do,52_EHogares_monica,B. Do files,.do,0.002,2015-10-07,existing_processing_script
A3094,script,ehog_V-dias x sem.do,sources/part_ii\52_EHogares_monica\B. Do files\ehog_V-dias x sem.do,sources/part_ii,52_EHogares_monica/B. Do files/ehog_V-dias x sem.do,52_EHogares_monica,B. Do files,.do,0.001,2015-12-10,existing_processing_script
A3095,script,ehog_V-diasXhoras.do,sources/part_ii\52_EHogares_monica\B. Do files\ehog_V-diasXhoras.do,sources/part_ii,52_EHogares_monica/B. Do files/ehog_V-diasXhoras.do,52_EHogares_monica,B. Do files,.do,0.002,2019-02-22,existing_processing_script
A3096,script,ehog_V-escol-ARU.do,sources/part_ii\52_EHogares_monica\B. Do files\ehog_V-escol-ARU.do,sources/part_ii,52_EHogares_monica/B. Do files/ehog_V-escol-ARU.do,52_EHogares_monica,B. Do files,.do,0.028,2015-12-03,existing_processing_script
A3097,script,ehog_V-escol-encuestas.do,sources/part_ii\52_EHogares_monica\B. Do files\ehog_V-escol-encuestas.do,sources/part_ii,52_EHogares_monica/B. Do files/ehog_V-escol-encuestas.do,52_EHogares_monica,B. Do files,.do,0.022,2016-01-18,existing_processing_script
A3098,script,ehog_V-exclus.do,sources/part_ii\52_EHogares_monica\B. Do files\ehog_V-exclus.do,sources/part_ii,52_EHogares_monica/B. Do files/ehog_V-exclus.do,52_EHogares_monica,B. Do files,.do,0.006,2016-01-20,existing_processing_script
A3099,script,ehog_V-horas.do,sources/part_ii\52_EHogares_monica\B. Do files\ehog_V-horas.do,sources/part_ii,52_EHogares_monica/B. Do files/ehog_V-horas.do,52_EHogares_monica,B. Do files,.do,0.009,2016-01-18,existing_processing_script
A3100,script,ehog_V-horasxdia_mecovi.do,sources/part_ii\52_EHogares_monica\B. Do files\ehog_V-horasxdia_mecovi.do,sources/part_ii,52_EHogares_monica/B. Do files/ehog_V-horasxdia_mecovi.do,52_EHogares_monica,B. Do files,.do,0.003,2018-03-05,existing_processing_script
A3101,script,ehog_V-Ingreso laboral.do,sources/part_ii\52_EHogares_monica\B. Do files\ehog_V-Ingreso laboral.do,sources/part_ii,52_EHogares_monica/B. Do files/ehog_V-Ingreso laboral.do,52_EHogares_monica,B. Do files,.do,0.004,2015-01-12,existing_processing_script
A3102,script,ehog_V-ingresos asalariados ind 2011.do,sources/part_ii\52_EHogares_monica\B. Do files\ehog_V-ingresos asalariados ind 2011.do,sources/part_ii,52_EHogares_monica/B. Do files/ehog_V-ingresos asalariados ind 2011.do,52_EHogares_monica,B. Do files,.do,0.001,2015-11-18,existing_processing_script
A3103,script,ehog_V-ingresos asalariados ind 2013.do,sources/part_ii\52_EHogares_monica\B. Do files\ehog_V-ingresos asalariados ind 2013.do,sources/part_ii,52_EHogares_monica/B. Do files/ehog_V-ingresos asalariados ind 2013.do,52_EHogares_monica,B. Do files,.do,0.001,2015-11-18,existing_processing_script
A3104,script,ehog_V-ingresos no laborales-1999.do,sources/part_ii\52_EHogares_monica\B. Do files\ehog_V-ingresos no laborales-1999.do,sources/part_ii,52_EHogares_monica/B. Do files/ehog_V-ingresos no laborales-1999.do,52_EHogares_monica,B. Do files,.do,0.003,2015-10-27,existing_processing_script
A3105,script,ehog_V-ingresos no laborales-2000.do,sources/part_ii\52_EHogares_monica\B. Do files\ehog_V-ingresos no laborales-2000.do,sources/part_ii,52_EHogares_monica/B. Do files/ehog_V-ingresos no laborales-2000.do,52_EHogares_monica,B. Do files,.do,0.003,2015-10-27,existing_processing_script
A3106,script,ehog_V-ingresos no laborales-2001.do,sources/part_ii\52_EHogares_monica\B. Do files\ehog_V-ingresos no laborales-2001.do,sources/part_ii,52_EHogares_monica/B. Do files/ehog_V-ingresos no laborales-2001.do,52_EHogares_monica,B. Do files,.do,0.003,2015-10-27,existing_processing_script
A3107,script,ehog_V-ingresos no laborales-2002.do,sources/part_ii\52_EHogares_monica\B. Do files\ehog_V-ingresos no laborales-2002.do,sources/part_ii,52_EHogares_monica/B. Do files/ehog_V-ingresos no laborales-2002.do,52_EHogares_monica,B. Do files,.do,0.003,2015-10-27,existing_processing_script
A3108,script,ehog_V-ingresos no laborales-2003.2004.do,sources/part_ii\52_EHogares_monica\B. Do files\ehog_V-ingresos no laborales-2003.2004.do,sources/part_ii,52_EHogares_monica/B. Do files/ehog_V-ingresos no laborales-2003.2004.do,52_EHogares_monica,B. Do files,.do,0.004,2015-10-27,existing_processing_script
A3109,script,ehog_V-ingresos no laborales-2012.do,sources/part_ii\52_EHogares_monica\B. Do files\ehog_V-ingresos no laborales-2012.do,sources/part_ii,52_EHogares_monica/B. Do files/ehog_V-ingresos no laborales-2012.do,52_EHogares_monica,B. Do files,.do,0.007,2015-11-04,existing_processing_script
A3110,script,ehog_V-mensual.do,sources/part_ii\52_EHogares_monica\B. Do files\ehog_V-mensual.do,sources/part_ii,52_EHogares_monica/B. Do files/ehog_V-mensual.do,52_EHogares_monica,B. Do files,.do,0.008,2016-07-22,existing_processing_script
A3111,script,ehog_V-salud - variable consulta.do,sources/part_ii\52_EHogares_monica\B. Do files\ehog_V-salud - variable consulta.do,sources/part_ii,52_EHogares_monica/B. Do files/ehog_V-salud - variable consulta.do,52_EHogares_monica,B. Do files,.do,0.002,2016-08-24,existing_processing_script
A3112,script,ehog_V-stdly 89 y 12.do,sources/part_ii\52_EHogares_monica\B. Do files\ehog_V-stdly 89 y 12.do,sources/part_ii,52_EHogares_monica/B. Do files/ehog_V-stdly 89 y 12.do,52_EHogares_monica,B. Do files,.do,0.001,2016-01-18,existing_processing_script
A3113,script,ehog_V-tcompleto_ocupacion.do,sources/part_ii\52_EHogares_monica\B. Do files\ehog_V-tcompleto_ocupacion.do,sources/part_ii,52_EHogares_monica/B. Do files/ehog_V-tcompleto_ocupacion.do,52_EHogares_monica,B. Do files,.do,0.004,2018-03-05,existing_processing_script
A3114,script,ehog_V-tdes tces.do,sources/part_ii\52_EHogares_monica\B. Do files\ehog_V-tdes tces.do,sources/part_ii,52_EHogares_monica/B. Do files/ehog_V-tdes tces.do,52_EHogares_monica,B. Do files,.do,0.021,2016-01-18,existing_processing_script
A3115,script,ehog_V-translate.do,sources/part_ii\52_EHogares_monica\B. Do files\ehog_V-translate.do,sources/part_ii,52_EHogares_monica/B. Do files/ehog_V-translate.do,52_EHogares_monica,B. Do files,.do,0.0,2018-03-02,existing_processing_script
A3116,script,ehog_V-variable actividad 2.do,sources/part_ii\52_EHogares_monica\B. Do files\ehog_V-variable actividad 2.do,sources/part_ii,52_EHogares_monica/B. Do files/ehog_V-variable actividad 2.do,52_EHogares_monica,B. Do files,.do,0.516,2018-12-05,existing_processing_script
A3117,script,ehog_V-variable actividad.do,sources/part_ii\52_EHogares_monica\B. Do files\ehog_V-variable actividad.do,sources/part_ii,52_EHogares_monica/B. Do files/ehog_V-variable actividad.do,52_EHogares_monica,B. Do files,.do,0.516,2018-12-05,existing_processing_script
A3118,script,ehog_V-variable adm publica.do,sources/part_ii\52_EHogares_monica\B. Do files\ehog_V-variable adm publica.do,sources/part_ii,52_EHogares_monica/B. Do files/ehog_V-variable adm publica.do,52_EHogares_monica,B. Do files,.do,0.021,2016-07-22,existing_processing_script
A3119,script,ehog_V-variable seguro.do,sources/part_ii\52_EHogares_monica\B. Do files\ehog_V-variable seguro.do,sources/part_ii,52_EHogares_monica/B. Do files/ehog_V-variable seguro.do,52_EHogares_monica,B. Do files,.do,0.033,2016-07-04,existing_processing_script
A3120,script,ehog_V-variables post append.do,sources/part_ii\52_EHogares_monica\B. Do files\ehog_V-variables post append.do,sources/part_ii,52_EHogares_monica/B. Do files/ehog_V-variables post append.do,52_EHogares_monica,B. Do files,.do,0.048,2016-07-22,existing_processing_script
A3121,script,ehog_V1-variable actividad AGREGADO 2.do,sources/part_ii\52_EHogares_monica\B. Do files\ehog_V1-variable actividad AGREGADO 2.do,sources/part_ii,52_EHogares_monica/B. Do files/ehog_V1-variable actividad AGREGADO 2.do,52_EHogares_monica,B. Do files,.do,0.003,2018-12-05,existing_processing_script
A3122,script,ehog_V1-variable actividad AGREGADO.do,sources/part_ii\52_EHogares_monica\B. Do files\ehog_V1-variable actividad AGREGADO.do,sources/part_ii,52_EHogares_monica/B. Do files/ehog_V1-variable actividad AGREGADO.do,52_EHogares_monica,B. Do files,.do,0.003,2018-03-01,existing_processing_script
A3123,script,ehog_VARIABLES encuestas.do,sources/part_ii\52_EHogares_monica\B. Do files\ehog_VARIABLES encuestas.do,sources/part_ii,52_EHogares_monica/B. Do files/ehog_VARIABLES encuestas.do,52_EHogares_monica,B. Do files,.do,0.011,2024-01-21,existing_processing_script
A3124,script,ehog_ynolab.do,sources/part_ii\52_EHogares_monica\B. Do files\ehog_ynolab.do,sources/part_ii,52_EHogares_monica/B. Do files/ehog_ynolab.do,52_EHogares_monica,B. Do files,.do,0.007,2017-10-09,existing_processing_script
A3125,script,empleo - act principal 3++.do,sources/part_ii\52_EHogares_monica\B. Do files\empleo - act principal 3++.do,sources/part_ii,52_EHogares_monica/B. Do files/empleo - act principal 3++.do,52_EHogares_monica,B. Do files,.do,0.018,2016-03-12,existing_processing_script
A3126,script,empleo - act principal.do,sources/part_ii\52_EHogares_monica\B. Do files\empleo - act principal.do,sources/part_ii,52_EHogares_monica/B. Do files/empleo - act principal.do,52_EHogares_monica,B. Do files,.do,0.008,2016-03-11,existing_processing_script
A3127,script,empleo - cod activ.do,sources/part_ii\52_EHogares_monica\B. Do files\empleo - cod activ.do,sources/part_ii,52_EHogares_monica/B. Do files/empleo - cod activ.do,52_EHogares_monica,B. Do files,.do,0.021,2016-03-11,existing_processing_script
A3128,script,empleo - codigos de actividad CIIU.do,sources/part_ii\52_EHogares_monica\B. Do files\empleo - codigos de actividad CIIU.do,sources/part_ii,52_EHogares_monica/B. Do files/empleo - codigos de actividad CIIU.do,52_EHogares_monica,B. Do files,.do,0.023,2016-06-30,existing_processing_script
A3129,script,empleo - departamento.do,sources/part_ii\52_EHogares_monica\B. Do files\empleo - departamento.do,sources/part_ii,52_EHogares_monica/B. Do files/empleo - departamento.do,52_EHogares_monica,B. Do files,.do,0.011,2016-03-11,existing_processing_script
A3130,script,empleo - encuestas meint.do,sources/part_ii\52_EHogares_monica\B. Do files\empleo - encuestas meint.do,sources/part_ii,52_EHogares_monica/B. Do files/empleo - encuestas meint.do,52_EHogares_monica,B. Do files,.do,0.002,2016-03-11,existing_processing_script
A3131,script,ena13_merge algunos.do,sources/part_ii\52_EHogares_monica\B. Do files\ena13_merge algunos.do,sources/part_ii,52_EHogares_monica/B. Do files/ena13_merge algunos.do,52_EHogares_monica,B. Do files,.do,0.005,2016-09-12,existing_processing_script
A3132,script,ena13_productos label.do,sources/part_ii\52_EHogares_monica\B. Do files\ena13_productos label.do,sources/part_ii,52_EHogares_monica/B. Do files/ena13_productos label.do,52_EHogares_monica,B. Do files,.do,0.018,2016-09-13,existing_processing_script
A3133,script,ena13_regresiones.do,sources/part_ii\52_EHogares_monica\B. Do files\ena13_regresiones.do,sources/part_ii,52_EHogares_monica/B. Do files/ena13_regresiones.do,52_EHogares_monica,B. Do files,.do,0.001,2016-09-19,existing_processing_script
A3134,script,ena13_seguro agricola.do,sources/part_ii\52_EHogares_monica\B. Do files\ena13_seguro agricola.do,sources/part_ii,52_EHogares_monica/B. Do files/ena13_seguro agricola.do,52_EHogares_monica,B. Do files,.do,0.002,2016-09-13,existing_processing_script
A3135,script,ena13_tratamiento de los datos.do,sources/part_ii\52_EHogares_monica\B. Do files\ena13_tratamiento de los datos.do,sources/part_ii,52_EHogares_monica/B. Do files/ena13_tratamiento de los datos.do,52_EHogares_monica,B. Do files,.do,0.008,2016-09-13,existing_processing_script
A3136,script,ena13_tratamiento folio.do,sources/part_ii\52_EHogares_monica\B. Do files\ena13_tratamiento folio.do,sources/part_ii,52_EHogares_monica/B. Do files/ena13_tratamiento folio.do,52_EHogares_monica,B. Do files,.do,0.005,2016-09-12,existing_processing_script
A3137,script,escolaridad 1999.do,sources/part_ii\52_EHogares_monica\B. Do files\escolaridad 1999.do,sources/part_ii,52_EHogares_monica/B. Do files/escolaridad 1999.do,52_EHogares_monica,B. Do files,.do,0.001,2015-11-24,existing_processing_script
A3138,script,escolaridad 2000.do,sources/part_ii\52_EHogares_monica\B. Do files\escolaridad 2000.do,sources/part_ii,52_EHogares_monica/B. Do files/escolaridad 2000.do,52_EHogares_monica,B. Do files,.do,0.001,2015-11-24,existing_processing_script
A3139,script,escolaridad 2001.do,sources/part_ii\52_EHogares_monica\B. Do files\escolaridad 2001.do,sources/part_ii,52_EHogares_monica/B. Do files/escolaridad 2001.do,52_EHogares_monica,B. Do files,.do,0.001,2015-11-24,existing_processing_script
A3140,script,escolaridad 2002.do,sources/part_ii\52_EHogares_monica\B. Do files\escolaridad 2002.do,sources/part_ii,52_EHogares_monica/B. Do files/escolaridad 2002.do,52_EHogares_monica,B. Do files,.do,0.001,2015-11-24,existing_processing_script
A3141,script,escolaridad 2003.do,sources/part_ii\52_EHogares_monica\B. Do files\escolaridad 2003.do,sources/part_ii,52_EHogares_monica/B. Do files/escolaridad 2003.do,52_EHogares_monica,B. Do files,.do,0.001,2015-11-24,existing_processing_script
A3142,script,escolaridad 2005.do,sources/part_ii\52_EHogares_monica\B. Do files\escolaridad 2005.do,sources/part_ii,52_EHogares_monica/B. Do files/escolaridad 2005.do,52_EHogares_monica,B. Do files,.do,0.001,2015-11-24,existing_processing_script
A3143,script,escolaridad 2006.do,sources/part_ii\52_EHogares_monica\B. Do files\escolaridad 2006.do,sources/part_ii,52_EHogares_monica/B. Do files/escolaridad 2006.do,52_EHogares_monica,B. Do files,.do,0.001,2015-11-24,existing_processing_script
A3144,script,escolaridad 2007.do,sources/part_ii\52_EHogares_monica\B. Do files\escolaridad 2007.do,sources/part_ii,52_EHogares_monica/B. Do files/escolaridad 2007.do,52_EHogares_monica,B. Do files,.do,0.001,2015-11-24,existing_processing_script
A3145,script,escolaridad 2008.do,sources/part_ii\52_EHogares_monica\B. Do files\escolaridad 2008.do,sources/part_ii,52_EHogares_monica/B. Do files/escolaridad 2008.do,52_EHogares_monica,B. Do files,.do,0.002,2015-11-24,existing_processing_script
A3146,script,escolaridad 2009.do,sources/part_ii\52_EHogares_monica\B. Do files\escolaridad 2009.do,sources/part_ii,52_EHogares_monica/B. Do files/escolaridad 2009.do,52_EHogares_monica,B. Do files,.do,0.002,2015-11-24,existing_processing_script
A3147,script,escolaridad 2011.do,sources/part_ii\52_EHogares_monica\B. Do files\escolaridad 2011.do,sources/part_ii,52_EHogares_monica/B. Do files/escolaridad 2011.do,52_EHogares_monica,B. Do files,.do,0.002,2015-11-24,existing_processing_script
A3148,script,escolaridad 2012.do,sources/part_ii\52_EHogares_monica\B. Do files\escolaridad 2012.do,sources/part_ii,52_EHogares_monica/B. Do files/escolaridad 2012.do,52_EHogares_monica,B. Do files,.do,0.002,2015-11-24,existing_processing_script
A3149,script,escolaridad 2013.do,sources/part_ii\52_EHogares_monica\B. Do files\escolaridad 2013.do,sources/part_ii,52_EHogares_monica/B. Do files/escolaridad 2013.do,52_EHogares_monica,B. Do files,.do,0.002,2015-11-24,existing_processing_script
A3150,script,Escolaridad contruccion ARU.do,sources/part_ii\52_EHogares_monica\B. Do files\Escolaridad contruccion ARU.do,sources/part_ii,52_EHogares_monica/B. Do files/Escolaridad contruccion ARU.do,52_EHogares_monica,B. Do files,.do,0.028,2015-12-03,existing_processing_script
A3151,script,Escolaridad contruccion.do,sources/part_ii\52_EHogares_monica\B. Do files\Escolaridad contruccion.do,sources/part_ii,52_EHogares_monica/B. Do files/Escolaridad contruccion.do,52_EHogares_monica,B. Do files,.do,0.022,2016-01-18,existing_processing_script
A3152,script,Estructura de la edad.do,sources/part_ii\52_EHogares_monica\B. Do files\Estructura de la edad.do,sources/part_ii,52_EHogares_monica/B. Do files/Estructura de la edad.do,52_EHogares_monica,B. Do files,.do,0.001,2015-11-03,existing_processing_script
A3153,script,factor hogar SAM.do,sources/part_ii\52_EHogares_monica\B. Do files\factor hogar SAM.do,sources/part_ii,52_EHogares_monica/B. Do files/factor hogar SAM.do,52_EHogares_monica,B. Do files,.do,0.001,2015-02-04,existing_processing_script
A3154,script,Informalidad psudo panel.do,sources/part_ii\52_EHogares_monica\B. Do files\Informalidad psudo panel.do,sources/part_ii,52_EHogares_monica/B. Do files/Informalidad psudo panel.do,52_EHogares_monica,B. Do files,.do,0.002,2015-12-01,existing_processing_script
A3155,script,mono - formulas simultaneas.do,sources/part_ii\52_EHogares_monica\B. Do files\mono - formulas simultaneas.do,sources/part_ii,52_EHogares_monica/B. Do files/mono - formulas simultaneas.do,52_EHogares_monica,B. Do files,.do,0.001,2017-04-26,existing_processing_script
A3156,script,mono - mco.do,sources/part_ii\52_EHogares_monica\B. Do files\mono - mco.do,sources/part_ii,52_EHogares_monica/B. Do files/mono - mco.do,52_EHogares_monica,B. Do files,.do,0.0,2015-11-01,existing_processing_script
A3157,script,pago de impuestos flias - 2012.do,sources/part_ii\52_EHogares_monica\B. Do files\pago de impuestos flias - 2012.do,sources/part_ii,52_EHogares_monica/B. Do files/pago de impuestos flias - 2012.do,52_EHogares_monica,B. Do files,.do,0.001,2015-11-02,existing_processing_script
A3158,script,pareo 1989 2013.do,sources/part_ii\52_EHogares_monica\B. Do files\pareo 1989 2013.do,sources/part_ii,52_EHogares_monica/B. Do files/pareo 1989 2013.do,52_EHogares_monica,B. Do files,.do,0.209,2016-01-13,existing_processing_script
A3159,script,pareo 4.do,sources/part_ii\52_EHogares_monica\B. Do files\pareo 4.do,sources/part_ii,52_EHogares_monica/B. Do files/pareo 4.do,52_EHogares_monica,B. Do files,.do,0.008,2015-12-16,existing_processing_script
A3160,script,Preguntas ximena soruco.do,sources/part_ii\52_EHogares_monica\B. Do files\Preguntas ximena soruco.do,sources/part_ii,52_EHogares_monica/B. Do files/Preguntas ximena soruco.do,52_EHogares_monica,B. Do files,.do,0.006,2015-03-21,existing_processing_script
A3161,script,pt pet pea pei ocu desocu for info infos.do,sources/part_ii\52_EHogares_monica\B. Do files\pt pet pea pei ocu desocu for info infos.do,sources/part_ii,52_EHogares_monica/B. Do files/pt pet pea pei ocu desocu for info infos.do,52_EHogares_monica,B. Do files,.do,0.001,2015-04-15,existing_processing_script
A3162,script,ramas_IO_SAM2007.do,sources/part_ii\52_EHogares_monica\B. Do files\ramas_IO_SAM2007.do,sources/part_ii,52_EHogares_monica/B. Do files/ramas_IO_SAM2007.do,52_EHogares_monica,B. Do files,.do,0.028,2015-12-03,existing_processing_script
A3163,script,ramas_IO_SAM2012.do,sources/part_ii\52_EHogares_monica\B. Do files\ramas_IO_SAM2012.do,sources/part_ii,52_EHogares_monica/B. Do files/ramas_IO_SAM2012.do,52_EHogares_monica,B. Do files,.do,0.028,2016-01-22,existing_processing_script
A3164,script,renombrar e.do,sources/part_ii\52_EHogares_monica\B. Do files\renombrar e.do,sources/part_ii,52_EHogares_monica/B. Do files/renombrar e.do,52_EHogares_monica,B. Do files,.do,0.004,2016-01-18,existing_processing_script
A3165,script,simulacion_Distributions-stata.do,sources/part_ii\52_EHogares_monica\B. Do files\simulacion_Distributions-stata.do,sources/part_ii,52_EHogares_monica/B. Do files/simulacion_Distributions-stata.do,52_EHogares_monica,B. Do files,.do,0.001,2016-04-18,existing_processing_script
A3166,script,simulacion_ejercicio - funciones de transfe.do,sources/part_ii\52_EHogares_monica\B. Do files\simulacion_ejercicio - funciones de transfe.do,sources/part_ii,52_EHogares_monica/B. Do files/simulacion_ejercicio - funciones de transfe.do,52_EHogares_monica,B. Do files,.do,0.0,2016-10-16,existing_processing_script
